STARTUP_NAME,STARTUP_CONTACT,STARTUP_EMAIL,STARTUP_WEBSITE,STARTUP_ADDRESS,STARTUP_SEGMENT,STARTUP_METODOLOGY,STARTUP_DESCRIPTION,STARTUP_TAGS
GO.ORB,(81)98759-3074,rodrigo@goorb.com.br,www.goorb.com.br,"Rua Padre Roma, 541 - Recife/PE. CEP: 52060060.",AgriTech,Alocação Profissionais,"A Go.Orb Holding S/A é um grupo de investimento em empresas que atuam na área de tecnologia.
Empresas que compõem o grupo: Consultech, Tomus, Base Mobile, Inorpel, Verisco","eficiência; ,B.I.; ,DESENVOLVIMENTO WEB; ,ANÁLISE DE DADOS; "
GOON PRODUTOS E SERVIÇOS EDUCACIONAIS,(81)99529-5725,contato@sejagoon.com,https://www.linkedin.com/company/seja-goon/about/,"Av. Montevideo, 172 - Recife/PE. CEP: 50050250.",EdTech,Design,"Somos um conjunto de pessoas que pensa junto e que constrói projetos educacionais de maneira horizontal e com muita criatividade. Também somos um estúdio que soma Design, Educação, Dados e Gestão Ágil para repensar escolas e ambientes de aprendizagem no séc. XXI.

Construímos caminhos para que instituições de ensino e aprendizagem ampliem a capacidade de desenvolver e gerir projetos, conectando pessoas, elevando níveis de bem-estar e de engajamento e promovendo inovação. ","educação; ,Design; ,Gestão da inovação; ,Gestão de Projetos; "
GOLDEN CLOUD TECHNOLOGY,(08)00180-6082,comercial@goldencloud.tech,https://goldencloud.tech/,"RUA ZILDENIA, 1166 - SALA 13EUSÉBIO/CE. CEP: 61769-180.",Diversos Mercados,Cloud/Datacenter,"Somos uma empresa com mais de 15 anos de marcado que oferece ao mercado soluções de tecnologia com foco Computação em Nuvem, Dados & IA, Segurança da Informação e Soluções de Colaboração. 

Possuímos certificações ISO 27.001/27.017/27.018, HDI Support Center, SAP in Cloud and Infrastructure e GPTW. Com forte presença no Nordeste, a Golden é o parceiro ideal para empresas, que desejam modernizar e transformar a sua TI. 

Nossos parceiros: Google Cloud, VMware, Purestorage, Microsoft, Fortinet, Sentinel One, Evernex, SAP e mais.

Soluções:

Infraestrutura;
Dados & IA;
Segurança da Informação;
Soluções de Colaboração;
Licenciamento.","B.I.; ,ANÁLISE DE DADOS; ,consultoria; ,negócios; ,vendas; ,proteção; ,lgpd; ,eficiência; ,produtividade; ,SQL SERVER; ,Sustentação de Banco; ,Manutenção de Banco; ,saas; ,nuvem; ,gestão; ,Transformação Figital; ,Gestão de Projetos; ,AUTOMAÇÃO; ,TRANSFORMAÇÃO DIGITAL; ,TI; ,Ciência de dados; ,experiência do cliente; ,customer experiente; ,varejo; ,Google; ,Cloud; ,Infraestrutura; ,Firewall; ,Backup banco de dados; ,infraestrutura em nuvem; ,Pentest; ,Teste de Vulnerabilidade; ,Microsoft; ,E-mail; ,Microsoft 365; ,Backup; ,Cloud Security; ,SIEM; ,NOC; ,Cloud Computing; ,Consultoria em TI; ,Soluções em Tecnologia; ,soc; ,Threat Intelligence; ,Segurança Ofensiva; ,Segurança Defensiva; "
GLOBAL ENGENHARIA E TECNOLOGIA,(81)98842-6603,joaomartins@martinsengenharia.net.br,https://www.spatial.io/s/Martins-Engenharia-633cda2e56b230000156d6d6?share=8596453195328868515,"AV A , 4165 - SALA 214 TORRE 3CABO DE SANTO AGOSTINHO/AC. CEP: 54522-005.",AgriTech,Alocação Profissionais,"Empresa de Engenharia que desenvolve trabalhos na área de Consultoria, Laudos, Projetos de engenharia elétrica e de Telecomunicações com foco em novas tecnologias como: Metaverso, Realidade Aumentada, Realidade Virtual, Desenvolvimento de Aplicativos para IOS e Android.","METAVERSO; ,consultoria; ,proteção; ,saas; ,telecomunicações; ,telecom; ,fibra óptica; ,Coaching; ,Energia; ,TRANSFORMAÇÃO DIGITAL; ,Gestão da inovação; ,games; "
GLOBAL ENGENHARIA E TECNOLOGIA,(81)98842-6603,joaomartins@martinsengenharia.net.br,www.martinsengenharia.net.br,"AV A , 4165 - SALA 214 TORRE 3CABO DE SANTO AGOSTINHO/AC. CEP: 54522-005.",EnerTech,Consultoria em Negócios,"Martins Engenharia: Soluções em Energia Elétrica Renovável



Fundada em 2015, a Martins Engenharia é líder no mercado nacional de Consultoria em Energia Elétrica Renovável.

Nossa missão é impulsionar a transição para um futuro sustentável, proporcionando soluções inovadoras e eficientes em energia renovável.
Estamos comprometidos em fornecer aos nossos clientes as melhores estratégias e tecnologias para alcançar suas metas de sustentabilidade e redução de emissões.


Avaliação de Viabilidade: Realizamos estudos detalhados para determinar a viabilidade técnica e econômica de projetos de energia renovável.
Desenvolvimento de Projetos: Oferecemos suporte desde a concepção até a implementação de usinas eólicas, solares, hidrelétricas e biomassa.
Gestão de Projetos: Acompanhamos e coordenamos todas as fases do projeto, garantindo eficiência e qualidade em cada etapa.
Análise Regulatória: Orientamos nossos clientes em relação às regulamentações e requisitos legais para operação no setor de energia renovável.
Otimização de Performance: Identificamos oportunidades de melhoria em usinas existentes para maximizar a eficiência e o retorno do investimento.


Nossa equipe é composta por profissionais altamente qualificados, incluindo engenheiros, especialistas em meio ambiente e consultores regulatórios.
Temos vasta experiência em projetos de grande e pequena escala, abrangendo diferentes fontes de energia renovável.
Utilizamos tecnologias avançadas e metodologias inovadoras para alcançar os melhores resultados para nossos clientes.


Na Martins Engenharia, a sustentabilidade é parte integrante de nossa abordagem.

Nossos projetos visam minimizar o impacto ambiental, preservar a biodiversidade local e promover o desenvolvimento sustentável nas comunidades onde atuamos.

Acreditamos que a energia renovável é a chave para um futuro mais limpo e seguro para as gerações futuras.
",Energia; 
GILBERTO CONTABILIDADE,(81)3533-1029,gfs@escgilberto.net,linktr.ee/gilbertocontabilidade,"AVENIDA REPUBLICA DO LIBANO, 251 - SALA 2507 TORRE CRECIFE/AC. CEP: 51110-160.",Social Business,Consultoria em Negócios,"Gilberto Escritório Contábil possui 03 unidades em Pernambuco. A matriz fica localizada na zona agreste do estado, na cidade de Gravatá conhecida como a ""Suíça Pernambucana"" e suas filiais na capital Recife e na cidade de Caruaru.

Com propósito de ser uma das empresas contábeis mais requisitadas do país, trazendo inovação e tecnologia aos serviços prestados para os nossos parceiros com a mesma qualidade e excelência do que é ofertado nos países de primeiro mundo, sempre com foco no bom atendimento ao cliente e a sua plena satisfação.

Oferencemos serviços diferenciais, como:
Benefícios fiscais; Planejamento e consultoria Tributária; Internacional; Societária; Pessoa Física e Atividade Rural.","ANÁLISE DE DADOS; ,consultoria; ,negócios; ,lgpd; ,nota fiscal; ,cobranças; ,link; ,internet; ,conectividade; ,SPED; ,Gestão da inovação; ,Gestão de Projetos; ,Desenvolvimento e Gestão de `Pessoas; ,eficiência; ,produtividade; ,sistema de gestão; "
GF TELECOM,(81)99645-7711,evanda@lvfempreendimentos.com.br,https://www.instagram.com/gfttelecom/,"AV AGAMENON MAGALHAES, 444 - SALA 1030 10 ANDAR EMPRESARIAL DIFUSORACARUARU/AC. CEP: 55012-290.",Diversos Mercados,Conectividade,"Empresa de telecomunicações que atua no mercado desde 2010 disponibilizando para seus clientes um serviço de distribuição de Internet banda larga, suporte técnico e manutenção.","internet; ,conectividade; ,telecom; "
GEOSPECTRALCIENCE,(81)99839-2212,contato@geospectralscience.com.br,https://geospectralscience.com.br/,"Rua Engenheiro Alvaro Celso, 26 - Recife/PE. CEP: 51170050.",AgriTech,Alocação Profissionais,"GeoSpectralScience

Soluções inteligentes em geotecnologia aplicada.","eficiência; ,produtividade; ,real time; "
GDC SISTEMAS,(87)2101-0808,comercial@gdcsistemas.com.br,http://gdcsistemas.com.br/,"Av das nações, 310 - Petrolina/PE. CEP: 56.306-260.",E-Comm/M-Comm,Gestão ,"Desde 1998, a GDC Sistemas oferece soluções de gestão completas para empresas na região do Vale do São Francisco em vários segmentos. Desde pequeno, médio e grande negócio. Conta com estrutura própria, equipe especializada e treinada para atender o cliente.
Preocupada em atender aos seus clientes com a mais alta qualidade, a GDC implanta a solução necessária e treina os funcionários da sua empresa, otimizando tempo e trabalho, para aumentar os seus lucros.Lorem ipsum dolor sit amet, consectetur adipiscing elit. Ut elit tellus, luctus nec ullamcorper mattis, pulvinar dapibus leo.","gestão; ,sistema de gestão; ,negócios; "
Gcinet,(81)99223-5600,lisete.gouy@gcinet.com.br,https://www.gcinetrhsoftware.com/,"Av. Marques de Olinda, 290 - Recife/PE. CEP: 50030-000.",Diversos Mercados,SaaS ,"A GCINET está no mercado há quase 40 anos.
Especializada no segmento de software de departamento pessoal e recursos humanos tem como software o RH Prime, software de gestão de departamento pessoal e recursos humanos com tecnologia Saas (100% Web).
Em 2023 lançou o aplicativo Hello! que tem como função conectar as pessoas da empresa ao RH.

Venha fazer parte da forma Prime de gerir pessoas!","saas; ,B.I.; ,RH; ,RECURSOS HUMANOS; ,FOLHA DE PAGAMENTO; ,APP; "
GALATEA SOLUTIONS,(81)99996-2363,manso1960@gmail.com,https://pe2.programacentelha.com.br/es1/empresa/galatea-solutions,"R PAULO FERNANDES VASCONCELOS 0102 - Q O LOTE 19, 102 - CasaGravatá/AC. CEP: 55640-079.",AgriTech,Alocação Profissionais,"Objetivo da Empresa: Implantação operacional de um Sistema Provedor de Dados do Tráfego Marítimo em Tempo Real, composto por equipamentos específicos (hardware) e por programas (software) que têm a finalidade de obter a contínua leitura da Consciência Situacional Marítima (CSM) num raio de 30 mn (milhas náuticas), aproximadamente 55 km, do local onde for instalado, ao longo do litoral. Os dados marítimos, estáticos e dinâmicos, dos navios na área de operação; são obtidos, processados e distribuídos em tempo real. A nossa solução visa abordar os desafios da integração e análise de dados marítimos em tempo real.

Uma vantagem, em relação aos tradicionais fornecedores de dados marítimos, é que nossa solução captura, processa, e entrega a informação em tempo real, além de gravar os dados para eventuais futuras consultas aos mesmos, já como dados passados. A nossa solução não depende da Internet para obter os dados do tráfego marítimo na região de operação do Sistema.","ANÁLISE DE DADOS; ,governança; ,real time; ,telecomunicações; ,Geoloc; ,Transformação Figital; ,Ciência de dados; "
G3 SOLUÇÕES,(81)99987-8206,geraldo@g3automacao.com.br,www.g3tecnologia.com.br,"RUA VISCONDE DE INHAUMA, 1124 - EMPRESARIAL IBFCARUARU/PE. CEP: 55014-410.",Diversos Mercados,ERP,"A G3 Soluções em Tecnologia, é uma empresa voltada para a área da tecnologia, que busca oferecer aos clientes/parceiros a facilidade de encontrar soluções para seus negócios, em um só lugar.
Desevolvendo Softwares para Gestão Comercial, realizando venda de equipamentos de informática e Automação Comercial e atuando como Assistência Técnica de diversos fabricantes do segmento de informática e automação comercial. A G3 pensa no seu negocio de forma global.
Softwares completos para diversos segmentos com suporte ágil e personalizado. Dispomos de diversas ferramentas  que atende desde EPP's e microempreendedores individuais até a grandes grupos com multifiliais. Aqui seu negócio não para!","Desenvolvimento de Software ; ,mobile; ,ANÁLISE DE DADOS; ,DESENVOLVIMENTO MOBILE; ,vendas; ,MySQL; ,Manutenção de Banco; ,sistema de gestão; ,erp; ,gestão; ,AUTOMAÇÃO COMERCIAL; ,SPED; ,TI; ,Java; ,varejo; ,Servidores linux e windows; ,Backup banco de dados; ,suporte; ,gestão de ti; ,SISTEMAS DE GESTÃO; ,Suporte Técnico; ,Soluções em Tecnologia; ,aplicativo de venda; ,assistencia tecnica ; "
FYTEC,(81)99985-5090,contatoweb@fy.tec.br,www.fy.tec.br,"Rua D. Maria Cesar, 170 - Sala 203Recife/PE. CEP: 50030140.",EdTech,SaaS ,"Software de Gestão para escolas de níveis infantil, fundamental e médio. Focando na integração e transparência da comunicação entre todos os envolvidos no universo escolar. O sistema faz, desde o controle da gestão, comunicação, acadêmico, financeiro até a aliança acadêmica com parceiros através de um marketplace que traz uma gama de serviços de forma segura e confiável para este ambiente que pode ser adquirido por todos os envolvidos.","Gestão escolar; ,escolar; ,Software escolar; ,sitema de gestão escolar; "
FUSION,(81)4042-3200,contato@fusiondms.com.br,https://site.fusiondms.com.br/,"Av Marques de Olinda, 290 - Recife/PE. CEP: 50030-000.",Log&TranspTech,SaaS ,"Roteirizador de entrega especialista em atacadistas e distribuidores a partir das entregas e coletas liberadas no ERP, o sistema faz o cálculo da melhor distribuição entre os veículos levando em consideração o local de entrega, cubagem, peso, janelas de atendimento restrições e prioridades.","logistica; ,Soluções em Tecnologia; "
FSOFT SISTEMAS,(87)98175-3993,fsoftsistemas@gmail.com,https://f-softsistemas.com.br/,"RUA DOM LUIZ DE BRITO, 53 - CENTROGARANHUNS/AC. CEP: 55295-050.",E-Comm/M-Comm,Transformação Digital,"Somos uma empresa de atumação comercial e de desenvolvimento de softwares, web e mobile.
","TI; ,Desenvolvimento de Software ; ,DESENVOLVIMENTO WEB; ,DESENVOLVIMENTO MOBILE; ,ANÁLISE DE DADOS; ,lojas virtuais; ,e-commerce; ,marketplaces; ,loja virtual; ,venda online; ,Software escolar; ,MySQL; ,Manutenção de Banco; ,erp; ,sistema de gestão; ,nota fiscal; ,AUTOMAÇÃO; ,AUTOMAÇÃO COMERCIAL; ,C#; ,.NET; ,Java; ,AWS; ,WEB; ,dashboards; ,mobile; ,web design; "
FSBR SOFTWARE,(81)99466-6801,financeiro@fsbr.com.br,https://fsbr.com.br,"AVENIDA RIO BRANCO, 139 - SL B2RECIFE/PE. CEP: 50030-310.",Diversos Mercados,DesenvSW (Cusctom pClis),"Somos uma empresa que desenvolve sistemas para o mercado global, buscando sempre qualidade técnica e gerar resultados.
Possuímos extensa expertise na construção de soluções e no gerenciamento de projetos de tecnologia . Temos a experiência necessária para fazer acontecer !! Buscando sempre superar as expectativas dos nossos clientes !
Para nós, o mais importante e essencial é o bom relacionamento com os clientes e aquilo que eles desejam. Assim em cada etapa do ciclo de desenvolvimento de software, estaremos sempre buscando agregar valor real ao produto do cliente e então garantir o fornecimento dos nossos serviços no prazo, escopo e valores contratados.",
Frotix Tecnologia,(81)99114-7361,edmilson@frotix.com.br,www.frotix.com.br,"Rua Barão de Souza Leão, 425 - Sala 409Recife/PE. CEP: 51030-300.",Log&TranspTech,SaaS ,"A nossa empresa oferece uma plataforma de software integrada de gestão de frota, roteirização, controle de entregas, controle de jornada de motoristas e rastreamento de veículos. O problema que nós resolvemos é a falta de eficiência e visibilidade nas operações de transporte e logística.

Ao utilizar os nossos sistemas, os clientes podem otimizar suas rotas de entrega, monitorar o desempenho dos motoristas, controlar o tempo de trabalho e descanso de acordo com as regulamentações, e rastrear a localização e o status dos veículos em tempo real. Isso resulta em uma melhor gestão da frota, redução de custos operacionais, aumento da produtividade e maior satisfação dos clientes. Nossa solução oferece uma abordagem integrada e baseada em dados para resolver os desafios comuns enfrentados pelas empresas de transporte e logística.

Nós ajudamos as empresas a tomar decisões mais informadas, otimizar seus recursos e melhorar a eficiência de suas operações de forma significativa.
","sistema de gestão; ,saas; ,Geoloc; ,Gestão de Ativos; ,B2B; ,monitoramento; ,SISTEMAS DE GESTÃO; ,gestão integrada; ,telemetria; ,logistica; "
Fratelli Consultoria e Desenvolvimento Imobiliário,81982084851,contato@fratellirealty.com.br,www.fratellirealty.com.br,"Travessa Tuyuty, 46 - Loja 001Recife/AC. CEP: 50030-050.",Diversos Mercados,Consultoria em Negócios,"Somos uma empresa especializada em vendas, incorporação, gestão e assessoria imobiliária a investidores nacionais e estrangeiros interessados em adquirir imóveis em todo o Brasil.","consultoria; ,negócios; ,vendas; ,Energia; ,setorelétrico; ,setorenergético; ,mobiliários urbanos; ,Infraestrutura; "
FONNET,(85)98917-4589,eunice.mendes@fonnet.com.br,https://www.fonnet.com.br/,"RUA JAIME PINHEIRO , 35 - FORTALEZA/CE. CEP: 60810-250.",AgriTech,Alocação Profissionais,Atendemos nossos clientes através de uma estrutura logística e cadeia de suprimento de fornecedores e parceiros a nível internacional ,DESENVOLVIMENTO WEB; 
FINDUP TECNOLOGIA,(11)5039-1559,contato@findup.com.br,https://www.findup.com.br/,"R DO BRUM, 248 - Recife/PE. CEP: 50030-260.",CommunityTech,BigData&Analytics,"A FindUP oferece soluções capazes de transformar a relação das empresas com a tecnologia por meio de serviços de TI, eliminando obstáculos e garantindo uma produtividade ininterrupta aos usuários atuando de ponta a ponta, desde a origem do problema.
Posicionando-se como uma extensão estratégica do seu time, detém operações ágeis que impactam diretamente na performance, integrando técnicas avançadas em análise de dados e diferentes tipos de inteligência artificial.
Por meio de uma comunidade ampla e interligada ao seu Ecossistema, a FindUP viabiliza uma conexão ágil e flexível entre mais de 17 mil técnicos e empresas em qualquer lugar do Brasil. Essa interconexão fornece um fluxo constante de dados ricos, os quais são transformados em insights valiosos para embasar processos eficientes no ambiente de trabalho.
","BigData; ,Inteligência Artificial; ,Machine Learning; ,negócios; "
INFO RIO SISTEMAS LTDA,(87)98812-9538,inforio@inforio.com.br,www.inforio.com.br,"Avenida das Nações, 151 - B Petrolina/PE. CEP: 56304-360.",AgriTech,ERP,"A Info Rio Sistemas Ltda é uma empresa desenvolvedora de soluções (ERP) para gestão empresarial tendo como mercado alvo o segmento de fruticultura, comércio em geral e empreendimentos imobiliários, fundada em julho de 1996, sempre disponibilizamos para os clientes o apoio de uma equipe multidisciplinar e tecnologia de ponta buscando obter o máximo possível de resultados no apoio ao seu negócio.
Em fevereiro/2019 dentro do nosso planejamento estratégico fizemos um processo radical de transformação digital de forma a oferecer novas soluções com tecnologia web disponibilizando aos nossos clientes softwares hospedados em nuvens totalmente responsivos e mobile, como também app’s de apoio operacional e gerencial com o objetivo de facilitar cada vez mais a gestão do negócio de onde quer que a empresa/gestores/colaboradores estejam.
Também ofertamos nossa expertise e tecnologia para desenvolvermos(fábrica) soluções on demand.
","gestão; ,erp; ,Agrícola; ,WEB; ,Cloud; ,mobile; "
Infinito Criativo,(81)99874-7134,olanna@annagaudencio.com,https://annagaudencio.com/,"Rua Severino Lemos da Silva, 5 - Caruaru/PE. CEP: 55036-585.",FemTech,User Exper (UX),"A Infinito Criativo é um estúdio de design especializado em Experiência & Personalidade Nossa missão é gerar valor, encantamento e significado para conectar pessoas e projetos. Criamos soluções de UX design, Interfaces digitais, Web design, criação de Identidade visual (marcas) e comunicação visual (Branding). Como uma das criadoras do setor de tecnologia da Infinito, Anna tem como objetivo criar pontes entre pessoas e tecnologia. Atualmente está se especializando em front-end e inteligência artificial de linguagem natural para criar experiências ainda mais incríveis, principalmente para usuários pouco familiarizados com tecnologia. Mais informações: https://annagaudencio.com/","Design Thinking; ,Gestão de Projetos; ,design de serviço; ,low-code; ,Design; ,WEB; ,Inteligência Artificial; ,SCRUM; ,front-end; ,Linguagem natural; ,ux design; ,interfaces digitais; ,web design; ,empatia; ,protagonismo feminino; "
INCORP,(81)3241-3986,incorp@incorptech.com.br,www.incorptech.com.br,"R. Djalma Farias, 241 - Torreão/PE. CEP: 52030-190.",AgriTech,Alocação Profissionais,Desenvolvimento e suporte de software.,
IGREEN COMERCIAL,(81)99396-1088,viniciuscostaigreen@hotmail.com,https://conexao.igreenenergy.com.br/?id=9385,"RUA SUICA, 187 - AP 101Caruaru/PE. CEP: 55016-630.",EnerTech,Conectividade,"Conexão Green - Economize até 15% na conta de energia da sua residência, sem investimentos.

Conexão Livre - Economize até 30% na conta da sua empresa do grupo A (alta tensão); sem investimentos.

Conexão placas - Economize até 95% na conta de energia, fazendo o projeto de placas solares, com investimento.","Energia; ,solar; ,tecnologia; ,plano de benefícios; "
iBox,(81)99890-0001,iboxrecife@gmail.com,https://iboxrecife.com.br,"Av. Conselheiro Rosa e Silva, 1550 - Loja iBoxRecife/PE. CEP: 52041-045.",RetailTech,Gestão de Ativos,"Somos a iBox, Assistência Especializada Apple.

A iBox surgiu de uma ideia que foi transformada num conceito. Apaixonados pela Apple, fizemos nossa marca própria e nos especializamos para atender os usuários da maçã.

Assistência técnica e loja de acessórios especializada Apple com atendimento personalizado, num ambiente aconchegante e confortável.

Mais que uma assistência, uma experiência Apple.","consultoria; ,eficiência; ,produtividade; "
IARA,(81)2126-8954,contato@iaras.gprt.ufpe.br,iarasystems.com.br,"Av.Professor Moraes Rego, 1235 - Recife/PE. CEP: 50740-465.",Óleo e Gás,ProcImag/Visão Comput,"O Iara surgiu da parceria entre academia e a Petrobras, sabendo desenvolver produtos inovadores a partir da pesquisa aplicada. Aqui empregamos a nossa expertise em visão computacional para construir soluções integradas de hardware e software, voltadas para ambientes exigentes, que atendam demandas reais do cliente. Seja para o ambiente offshore ou de chão de fábrica, o Iara garante o desenvolvimento de soluções com qualidade.


Produtos:  

SOIS, uma ferramenta de Suporte à Operações Submarinas, com o objetivo de auxiliar o monitoramento do raio da curvatura de dutos flexíveis durante o procedimento de Conexão Vertical Direta; 

Diana, um sistema de visão de máquina que mede o alinhamento de dutos flexíveis antes de seu clampeamento em navios de instalação de dutos; 

ICED, um sistema de visão de máquina que inspeciona dutos flexíveis para detectar danos e anomalias na capa externa. É um sistema desenvolvido para trabalhar no convés do navio, realizando também a limpeza do duto e com alinhamento automático dos sensores; 

Tritons, um software de análise de dutos flexíveis utilizando elementos finitos otimizado para operações de conexão vertical direta; 

SapuraCat, um software que realiza cálculos para dimensionamento de operações de instalação de dutos em operações de pull-in e pull-out. 

 

Serviços e Habilidades:  

Criação de soluções customizadas para o cenário do cliente; 

Desenvolvimento de algoritmos sob medida de visão de máquina e otimização não linear; 

Desenvolvimento de sistemas para ambientes industriais de acordo com as boas práticas do lean manufacturing e indústria 4.0; 

Desenvolvimento de soluções inteligentes para a exploração offshore de petróleo e gás.","AUTOMAÇÃO; ,P&D; ,Energia; ,visão computacional; ,engenharia; ,Engenharia de Software; ,Solução de Engenharia; ,offshore; "
Iaidvr,(81)98356-9870,paulohfc.psi@gmail.com,Iaidvr.com,"Rua tenor vicente celestino, 105 - CasaRecife/PE. CEP: 51170-200.",AgriTech,Alocação Profissionais,"Resumo: 

O iAID é o primeiro aplicativo do Brasil a utilizar realidade virtual e indução hipnótica para aliviar a dor. 
Se trata de uma nova e ascendente opção para o tratamento da dor. O aplicativo é seguro, eficaz e não causa efeitos colaterais. Se trata de uma inovação promissora no mercado de saúde. 

O uso da realidade virtual permite que o usuário seja transportado para um ambiente imersivo que o ajuda a relaxar e a se concentrar na sensação de bem-estar. A indução hipnótica, por sua vez, ajuda o usuário a ignorar a dor.

Os estudos clínicos realizados com o iAID demonstraram que o aplicativo é eficaz na redução da dor. Em um estudo, reduziu a dor lombar em até 50%. 

O iAID pode ser uma solução interessante para clínicas, hospitais e centros de saúde. O aplicativo pode ser utilizado como um complemento ao tratamento tradicional da dor.

O mesmo pode ser utilizado em conjunto com outros tratamentos para a dor, como fisioterapia, acupuntura ou terapia cognitiva comportamental.

O iAID foi criado para ser uma tecnologia com o potencial de revolucionar o tratamento da dor. Ao qual pode oferecer uma opção segura e eficaz para pessoas que sofrem com dores crônicas.",
HUBLAB,(81)99142-9739,socios@hublab.tech.br,www.,"rua Domingos José Martins, 75 - Sala 501Recife/PE. CEP: 50030-200.",AgriTech,Alocação Profissionais,"Em um universo onde o acesso a investimentos nos primeiros estágios da startups, nos encontramos como uma facilitadora nesse processo. Onde a Hublab tem o intuito de apoiar a jornada de crescimento sustentável das Startups, por meio de mentorias de alta performance, focadas em acelerar a captação de investimentos e atingir a excelência em governança corporativa. Resultando em mais controle financeiro, melhor eficiência na operação e nutrindo networking e aumentando as chances em conquistar o famoso investimento de qualidade.
",
HSBS Soluções em Informática Ltda,(81)3412-4727,contato@hsbs.com.br,www.hsbs.com.br,"Rua Capitão Lima, 305 - Recife/PE. CEP: 50040-080.",Diversos Mercados,LGPD,"HSBS: a sua parceira em soluções e segurança de TI para o mercado corporativo
A HSBS é uma empresa especialista em soluções de TI para o mercado corporativo, oferecendo infraestrutura e ferramentas voltadas para a otimização da produtividade, mobilidade, segurança e compliance (LGPD). Com 26 anos de experiência, contamos com profissionais multidisciplinares capacitados e certificados, que desenvolvem soluções personalizadas e feitas sob medida para cada empresa. Somos reconhecidos pela Microsoft com 06 competências gold e temos mais de 100 certificações em diversas áreas. Atendemos clientes em 23 estados do Brasil, além de EUA e China. Temos expertise em cloud computing com mais de 6 milhões de usuários.
Na HSBS, nós traduzimos tecnologia em soluções de negócios. Nós entendemos e transformamos a realidade de nossos clientes e de seus talentos. Descomplique a TI na sua empresa e mude tudo à sua volta com a HSBS.","I.A.; ,consultoria; ,negócios; ,vendas; ,governança; ,compliance; ,proteção; ,lgpd; ,eficiência; ,produtividade; ,saas; ,nuvem; ,conectividade; ,wifi; ,gestão; ,AUTOMAÇÃO; ,TRANSFORMAÇÃO DIGITAL; ,TI; ,IT Outsourcing; ,Inteligência Artificial; ,AWS; ,aceleração; ,low-code; ,Cloud; ,Infraestrutura; ,Servidores linux e windows; ,Firewall; ,Active Diretory; ,Help desk; ,Service desk; ,suporte; ,infraestrutura em nuvem; ,monitoramento de ativos de rede; ,Agile Teams; ,MicroSegmentação; ,Ofuscação; ,Pentest; ,Teste de Vulnerabilidade; ,E-mail; ,Microsoft; ,Microsoft 365; ,Azure; ,WatchGuard; ,Backup; ,Cloud Security; ,SIEM; ,NOC; "
HOME CENTER FERREIRA COSTA,(81)3338-8333,faleconosco@ferreiracosta.com.br,www.ferreiracosta.com,"AV. Mascarenhas de Morais, 2967 - Recife/PE. CEP: 51.150-905.",ConstruTech,Client Attendance,"Com 138 anos de história, a Ferreira Costa é o maior Home Center do Nordeste. Por mais um ano, se consagra como a marca preferida dos pernambucanos. Onde estiver estamos perto de você. Ofertas exclusivas no site para você economizar. Estamos em Pernambuco, Paraíba, Alagoas, Bahia, Sergipe e No Rio Grande Do Norte. Retire nas lojas. Modelos: Móveis, Eletrodomésticos, Decorações.","lojas virtuais; ,e-commerce; ,compra online; ,loja virtual; "
HN Tecnologia,(81)98920-4159,henrique@hntecnologia.com.br,https://hntecnologia.com.br,"Rua da Angustura, 266 - Sala 1013Recife/PE. CEP: 50050290.",AgriTech,Alocação Profissionais,"A HN Tecnologia propriétaria da Plataforma Operibus tem como principal foco a eficiência nos seus serviços. Buscando prover soluções tecnológicas apoiadas em desenvolvimento de software para o mercado corporativo, com um alto nível de comprometimento com seus clientes, levando sempre em consideração a necessidade dos mesmos e os prazos estabelecidos.",
HIVEFUSE,(81)99709-5060,felix.freitas@hivefuse.com.br,www.hivefuse.com.br,"AVENIDA NORTE MIGUEL ARRAES DE ALENCAR, 3003 - TERREO CXPST 1702Recife/AC. CEP: 52041-080.",Diversos Mercados,Web Site ,Somos uma consultoria em tecnologia recifense especializada em inovação. Buscamos soluções que possam gerar impacto extraordinário nos negócios dos nossos clientes.,"DESENVOLVIMENTO WEB; ,DESENVOLVIMENTO MOBILE; ,compra online; ,venda online; "
Hivecloud,(81)4062-8262,financeiro@hivecloud.com.br,https://www.hivecloud.com.br/,"Rua do Brum, 455 - GALPAO 0000 ANDAR 2 CXPST 67Recife/PE. CEP: 50030-230.",Log&TranspTech,ERP,"A Hivecloud é especialista em soluções para o transporte de cargas no Brasil. Com mais de 15 anos de experiência no mercado, nosso propósito é ajudar micro e pequenas empresas a superarem os desafios regulatórios e operacionais do transporte de cargas.",DESENVOLVIMENTO WEB; 
HGS SOLUÇÕES EM GESTÃO,(81)99836-9561,hildegard@eusouhgs.com.br,www.eusouhgs.com.br,"AV ADJAIR , 800 - CoworkinkCaruaru/AC. CEP: 55024-740.",AgriTech,Alocação Profissionais,"Uma empresa que tem como propósito apoiar de forma direta os empresários que desejam que o seu negócio esteja além da performance exigida no mercado, para que tenham rentabilidade e liberdade de tempo sem se tornarem dependentes do seu próprio negócio.","ANÁLISE DE DADOS; ,AGILE; ,eficiência; ,gestão; ,GestãoÁgil; ,Desenvolvimento e Gestão de `Pessoas; "
